% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.861	0	0	87	2	17	28	9422	0
0.862	0	0	87	3	25	26	7708	0
0.863	0	0	87	4	37	24	6882	0
0.865	0	0	87	6	38	28	9422	0
0.866	0	0	87	7	41	28	9422	0
0.867	0	0	87	8	48	24	6882	0
0.868	0	0	87	9	67	26	7708	0
0.869	0	0	87	10	49	26	7708	0
0.87	0	0	88	1	70	24	6882	0
0.871	0	0	88	2	57	26	7708	0
0.872	0	0	88	3	64	28	9422	0
0.873	0	0	88	4	68	28	9422	0
0.874	0	0	88	5	28	28	9422	0
0.875	0	0	88	6	71	24	6882	0
0.876	0	0	88	7	3	24	6882	0
0.877	0	0	88	8	5	24	6882	0
0.878	0	0	88	9	7	28	9422	0
0.879	0	0	88	10	26	28	9422	0
0.88	0	0	89	1	58	28	9422	0
0.881	0	0	89	2	9	28	9422	0
0.882	0	0	89	3	69	28	9422	0
0.883	0	0	89	4	12	28	9422	0
0.884	0	0	89	5	14	26	7708	0
0.885	0	0	89	6	23	24	6882	0
0.886	0	0	89	7	17	28	9422	0
0.887	0	0	89	8	16	28	9422	0
0.888	0	0	89	9	16	28	9422	0
0.889	0	0	89	10	10	26	7708	0
0.89	0	0	90	1	25	26	7708	0
0.891	0	0	90	2	46	26	7708	0
0.893	0	0	90	4	37	24	6882	0
0.894	0	0	90	5	38	28	9422	0
0.895	0	0	90	6	41	28	9422	0
0.896	0	0	90	7	48	24	6882	0
0.897	0	0	90	8	67	26	7708	0
0.898	0	0	90	9	49	26	7708	0
0.899	0	0	90	10	70	24	6882	0
0.9	0	0	91	1	57	26	7708	0
0.901	0	0	91	2	64	28	9422	0
0.902	0	0	91	3	68	28	9422	0
0.903	0	0	91	4	28	28	9422	0
0.905	0	0	91	6	26	28	9422	0
0.906	0	0	91	7	71	24	6882	0
0.907	0	0	91	8	3	24	6882	0
0.908	0	0	91	9	5	24	6882	0
0.909	0	0	91	10	7	28	9422	0
0.91	0	0	92	1	9	28	9422	0
0.911	0	0	92	2	12	28	9422	0
0.912	0	0	92	3	20	24	6882	0
0.913	0	0	92	4	14	26	7708	0
0.914	0	0	92	5	23	24	6882	0
0.915	0	0	92	6	17	28	9422	0
0.916	0	0	92	7	25	26	7708	0
0.917	0	0	92	8	65	28	9422	0
0.918	0	0	92	9	37	24	6882	0
0.919	0	0	92	10	38	28	9422	0
0.92	0	0	93	1	65	28	9422	0
0.921	0	0	93	2	55	26	7708	0
0.922	0	0	93	3	65	28	9422	0
0.923	0	0	93	4	41	28	9422	0
0.924	0	0	93	5	48	24	6882	0
0.925	0	0	93	6	49	26	7708	0
0.926	0	0	93	7	70	24	6882	0
0.927	0	0	93	8	57	26	7708	0
0.928	0	0	93	9	64	28	9422	0
0.929	0	0	93	10	68	28	9422	0
0.93	0	0	94	1	28	28	9422	0
0.931	0	0	94	2	10	26	7708	0
0.932	0	0	94	3	71	24	6882	0
0.933	0	0	94	4	3	24	6882	0
0.934	0	0	94	5	5	24	6882	0
0.935	0	0	94	6	7	28	9422	0
0.936	0	0	94	7	9	28	9422	0
0.937	0	0	94	8	12	28	9422	0
0.938	0	0	94	9	14	26	7708	0
0.939	0	0	94	10	23	24	6882	0
0.94	0	0	95	1	17	28	9422	0
0.941	0	0	95	2	25	26	7708	0
0.942	0	0	95	3	37	24	6882	0
0.943	0	0	95	4	38	28	9422	0
0.944	0	0	95	5	41	28	9422	0
0.945	0	0	95	6	15	28	9422	0
0.946	0	0	95	7	20	24	6882	0
0.947	0	0	95	8	15	28	9422	0
0.948	0	0	95	9	69	28	9422	0
0.949	0	0	95	10	20	24	6882	0
0.95	0	0	96	1	20	24	6882	0
0.951	0	0	96	2	48	24	6882	0
0.952	0	0	96	3	49	26	7708	0
0.953	0	0	96	4	70	24	6882	0
0.954	0	0	96	5	67	26	7708	0
0.955	0	0	96	6	4	24	6882	0
0.956	0	0	96	7	57	26	7708	0
0.957	0	0	96	8	65	28	9422	0
0.958	0	0	96	9	64	28	9422	0
0.959	0	0	96	10	68	28	9422	0
0.96	0	0	97	1	46	26	7708	0
0.961	0	0	97	2	28	28	9422	0
0.962	0	0	97	3	10	26	7708	0
0.963	0	0	97	4	71	24	6882	0
0.964	0	0	97	5	3	24	6882	0
0.965	0	0	97	6	5	24	6882	0
0.966	0	0	97	7	7	28	9422	0
0.968	0	0	97	9	9	28	9422	0
0.969	0	0	97	10	12	28	9422	0
0.97	0	0	98	1	14	26	7708	0
0.971	0	0	98	2	23	24	6882	0
0.972	0	0	98	3	17	28	9422	0
0.973	0	0	98	4	25	26	7708	0
0.974	0	0	98	5	37	24	6882	0
0.975	0	0	98	6	38	28	9422	0
0.976	0	0	98	7	41	28	9422	0
0.977	0	0	98	8	48	24	6882	0
0.978	0	0	98	9	49	26	7708	0
0.979	0	0	98	10	70	24	6882	0
0.98	0	0	99	1	57	26	7708	0
0.981	0	0	99	2	64	28	9422	0
0.982	0	0	99	3	68	28	9422	0
0.983	0	0	99	4	28	28	9422	0
0.984	0	0	99	5	10	26	7708	0
0.985	0	0	99	6	71	24	6882	0
0.986	0	0	99	7	58	28	9422	0
0.987	0	0	99	8	20	24	6882	0
0.988	0	0	99	9	65	28	9422	0
0.989	0	0	99	10	67	26	7708	0
0.99	0	0	100	1	3	24	6882	0
0.991	0	0	100	2	5	24	6882	0
0.992	0	0	100	3	7	28	9422	0
0.993	0	0	100	4	9	28	9422	0
0.994	0	0	100	5	12	28	9422	0
0.995	0	0	100	6	56	28	9422	0
0.996	0	0	100	7	14	26	7708	0
0.997	0	0	100	8	17	28	9422	0
0.998	0	0	100	9	25	26	7708	0
0.999	0	0	100	10	37	24	6882	0
1.001	0	0	101	2	38	28	9422	0
1.002	0	0	101	3	41	28	9422	0
1.003	0	0	101	4	48	24	6882	0
1.004	0	0	101	5	49	26	7708	0
1.005	0	0	101	6	70	24	6882	0
1.006	0	0	101	7	57	26	7708	0
1.007	0	0	101	8	64	28	9422	0
1.008	0	0	101	9	68	28	9422	0
1.009	0	0	101	10	28	28	9422	0
1.01	0	0	102	1	10	26	7708	0
1.011	0	0	102	2	71	24	6882	0
1.012	0	0	102	3	3	24	6882	0
1.013	0	0	102	4	5	24	6882	0
1.014	0	0	102	5	15	28	9422	0
1.015	0	0	102	6	19	24	6882	0
1.016	0	0	102	7	20	24	6882	0
1.017	0	0	102	8	7	28	9422	0
1.018	0	0	102	9	9	28	9422	0
1.019	0	0	102	10	12	28	9422	0
1.02	0	0	103	1	14	26	7708	0
1.021	0	0	103	2	17	28	9422	0
1.022	0	0	103	3	25	26	7708	0
1.023	0	0	103	4	37	24	6882	0
1.024	0	0	103	5	4	24	6882	0
1.025	0	0	103	6	67	26	7708	0
1.026	0	0	103	7	65	28	9422	0
1.027	0	0	103	8	38	28	9422	0
1.028	0	0	103	9	41	28	9422	0
1.03	0	0	104	1	56	28	9422	0
1.031	0	0	104	2	48	24	6882	0
1.032	0	0	104	3	49	26	7708	0
1.033	0	0	104	4	70	24	6882	0
1.034	0	0	104	5	57	26	7708	0
1.035	0	0	104	6	64	28	9422	0
1.036	0	0	104	7	68	28	9422	0
1.037	0	0	104	8	28	28	9422	0
1.038	0	0	104	9	10	26	7708	0
1.039	0	0	104	10	71	24	6882	0
1.04	0	0	105	1	3	24	6882	0
1.041	0	0	105	2	5	24	6882	0
1.043	0	0	105	4	16	28	9422	0
1.044	0	0	105	5	7	28	9422	0
1.045	0	0	105	6	9	28	9422	0
1.046	0	0	105	7	12	28	9422	0
1.047	0	0	105	8	14	26	7708	0
1.048	0	0	105	9	17	28	9422	0
1.049	0	0	105	10	25	26	7708	0
1.05	0	0	106	1	56	28	9422	0
1.051	0	0	106	2	37	24	6882	0
1.052	0	0	106	3	38	28	9422	0
1.053	0	0	106	4	41	28	9422	0
1.054	0	0	106	5	20	24	6882	0
1.055	0	0	106	6	48	24	6882	0
1.056	0	0	106	7	49	26	7708	0
1.057	0	0	106	8	70	24	6882	0
1.058	0	0	106	9	55	26	7708	0
1.059	0	0	106	10	57	26	7708	0
1.06	0	0	107	1	64	28	9422	0
1.061	0	0	107	2	68	28	9422	0
1.062	0	0	107	3	28	28	9422	0
1.063	0	0	107	4	71	24	6882	0
1.064	0	0	107	5	3	24	6882	0
1.065	0	0	107	6	5	24	6882	0
1.066	0	0	107	7	67	26	7708	0
1.068	0	0	107	9	7	28	9422	0
1.069	0	0	107	10	9	28	9422	0
1.07	0	0	108	1	12	28	9422	0
1.071	0	0	108	2	14	26	7708	0
1.072	0	0	108	3	10	26	7708	0
1.073	0	0	108	4	17	28	9422	0
1.074	0	0	108	5	25	26	7708	0
1.075	0	0	108	6	37	24	6882	0
1.076	0	0	108	7	56	28	9422	0
1.077	0	0	108	8	56	28	9422	0
1.078	0	0	108	9	38	28	9422	0
1.079	0	0	108	10	16	28	9422	0
1.08	0	0	109	1	69	28	9422	0
1.081	0	0	109	2	41	28	9422	0
1.082	0	0	109	3	16	28	9422	0
1.083	0	0	109	4	19	24	6882	0
1.084	0	0	109	5	15	28	9422	0
1.085	0	0	109	6	16	28	9422	0
1.086	0	0	109	7	20	24	6882	0
1.087	0	0	109	8	55	26	7708	0
1.088	0	0	109	9	48	24	6882	0
1.089	0	0	109	10	49	26	7708	0
1.09	0	0	110	1	70	24	6882	0
1.091	0	0	110	2	57	26	7708	0
1.092	0	0	110	3	64	28	9422	0
1.093	0	0	110	4	68	28	9422	0
1.094	0	0	110	5	46	26	7708	0
1.095	0	0	110	6	46	26	7708	0
1.096	0	0	110	7	28	28	9422	0
1.097	0	0	110	8	71	24	6882	0
1.098	0	0	110	9	3	24	6882	0
1.099	0	0	110	10	56	28	9422	0
1.1	0	0	111	1	5	24	6882	0
1.101	0	0	111	2	67	26	7708	0
1.102	0	0	111	3	7	28	9422	0
1.103	0	0	111	4	10	26	7708	0
1.104	0	0	111	5	9	28	9422	0
1.105	0	0	111	6	12	28	9422	0
1.106	0	0	111	7	14	26	7708	0
1.107	0	0	111	8	17	28	9422	0
1.108	0	0	111	9	25	26	7708	0
1.109	0	0	111	10	37	24	6882	0
1.11	0	0	112	1	38	28	9422	0
1.111	0	0	112	2	41	28	9422	0
1.112	0	0	112	3	16	28	9422	0
1.113	0	0	112	4	20	24	6882	0
1.114	0	0	112	5	48	24	6882	0
1.115	0	0	112	6	49	26	7708	0
1.116	0	0	112	7	70	24	6882	0
1.117	0	0	112	8	57	26	7708	0
1.118	0	0	112	9	64	28	9422	0
1.119	0	0	112	10	68	28	9422	0
1.12	0	0	113	1	28	28	9422	0
1.121	0	0	113	2	71	24	6882	0
1.122	0	0	113	3	3	24	6882	0
1.123	0	0	113	4	56	28	9422	0
1.124	0	0	113	5	10	26	7708	0
1.125	0	0	113	6	5	24	6882	0
1.126	0	0	113	7	67	26	7708	0
1.127	0	0	113	8	7	28	9422	0
1.128	0	0	113	9	55	26	7708	0
1.129	0	0	113	10	9	28	9422	0
1.13	0	0	114	1	12	28	9422	0
1.131	0	0	114	2	14	26	7708	0
1.132	0	0	114	3	17	28	9422	0
1.133	0	0	114	4	25	26	7708	0
1.134	0	0	114	5	37	24	6882	0
1.135	0	0	114	6	62	24	6882	0
1.136	0	0	114	7	38	28	9422	0
1.137	0	0	114	8	16	28	9422	0
1.138	0	0	114	9	41	28	9422	0
1.139	0	0	114	10	20	24	6882	0
1.14	0	0	115	1	48	24	6882	0
1.141	0	0	115	2	49	26	7708	0
1.142	0	0	115	3	63	28	9422	0
1.143	0	0	115	4	70	24	6882	0
1.144	0	0	115	5	57	26	7708	0
1.145	0	0	115	6	64	28	9422	0
1.146	0	0	115	7	68	28	9422	0
1.147	0	0	115	8	28	28	9422	0
1.149	0	0	115	10	71	24	6882	0
1.15	0	0	116	1	19	24	6882	0
1.151	0	0	116	2	19	24	6882	0
1.152	0	0	116	3	3	24	6882	0
1.153	0	0	116	4	69	28	9422	0
1.154	0	0	116	5	56	28	9422	0
1.155	0	0	116	6	10	26	7708	0
1.156	0	0	116	7	5	24	6882	0
1.157	0	0	116	8	67	26	7708	0
1.158	0	0	116	9	7	28	9422	0
1.159	0	0	116	10	2	24	6882	0
1.16	0	0	117	1	23	24	6882	0
1.161	0	0	117	2	4	24	6882	0
1.162	0	0	117	3	62	24	6882	0
1.163	0	0	117	4	9	28	9422	0
1.164	0	0	117	5	12	28	9422	0
1.165	0	0	117	6	14	26	7708	0
1.166	0	0	117	7	17	28	9422	0
1.167	0	0	117	8	25	26	7708	0
1.168	0	0	117	9	37	24	6882	0
1.169	0	0	117	10	34	24	6882	0
1.17	0	0	118	1	34	24	6882	0
1.171	0	0	118	2	38	28	9422	0
1.172	0	0	118	3	16	28	9422	0
1.173	0	0	118	4	41	28	9422	0
1.174	0	0	118	5	26	28	9422	0
1.175	0	0	118	6	1	26	7708	0
1.176	0	0	118	7	1	26	7708	0
1.178	0	0	118	9	27	28	9422	0
1.179	0	0	118	10	26	28	9422	0
1.18	0	0	119	1	48	24	6882	0
1.181	0	0	119	2	49	26	7708	0
1.182	0	0	119	3	70	24	6882	0
1.184	0	0	119	5	57	26	7708	0
1.185	0	0	119	6	2	24	6882	0
1.186	0	0	119	7	64	28	9422	0
1.187	0	0	119	8	68	28	9422	0
1.188	0	0	119	9	28	28	9422	0
1.19	0	0	120	1	71	24	6882	0
1.191	0	0	120	2	3	24	6882	0
1.192	0	0	120	3	56	28	9422	0
1.193	0	0	120	4	10	26	7708	0
1.194	0	0	120	5	5	24	6882	0
1.195	0	0	120	6	67	26	7708	0
1.196	0	0	120	7	34	24	6882	0
1.197	0	0	120	8	62	24	6882	0
1.198	0	0	120	9	7	28	9422	0
1.2	0	0	121	1	20	24	6882	0
1.201	0	0	121	2	9	28	9422	0
1.202	0	0	121	3	12	28	9422	0
1.203	0	0	121	4	1	26	7708	0
1.204	0	0	121	5	14	26	7708	0
1.205	0	0	121	6	17	28	9422	0
1.206	0	0	121	7	26	28	9422	0
1.207	0	0	121	8	13	26	7708	0
1.208	0	0	121	9	25	26	7708	0
1.209	0	0	121	10	37	24	6882	0
1.21	0	0	122	1	63	28	9422	0
1.211	0	0	122	2	46	26	7708	0
1.212	0	0	122	3	2	24	6882	0
1.213	0	0	122	4	26	28	9422	0
1.214	0	0	122	5	38	28	9422	0
1.215	0	0	122	6	16	28	9422	0
1.216	0	0	122	7	41	28	9422	0
1.217	0	0	122	8	48	24	6882	0
1.218	0	0	122	9	49	26	7708	0
1.219	0	0	122	10	27	28	9422	0
1.22	0	0	123	1	70	24	6882	0
1.221	0	0	123	2	57	26	7708	0
1.222	0	0	123	3	20	24	6882	0
1.223	0	0	123	4	64	28	9422	0
1.224	0	0	123	5	34	24	6882	0
1.225	0	0	123	6	68	28	9422	0
1.226	0	0	123	7	28	28	9422	0
1.227	0	0	123	8	71	24	6882	0
1.228	0	0	123	9	3	24	6882	0
1.229	0	0	123	10	10	26	7708	0
1.23	0	0	124	1	4	24	6882	0
1.232	0	0	124	3	1	26	7708	0
1.233	0	0	124	4	5	24	6882	0
1.234	0	0	124	5	46	26	7708	0
1.235	0	0	124	6	62	24	6882	0
1.236	0	0	124	7	7	28	9422	0
1.237	0	0	124	8	2	24	6882	0
1.238	0	0	124	9	13	26	7708	0
1.239	0	0	124	10	9	28	9422	0
1.24	0	0	125	1	12	28	9422	0
1.241	0	0	125	2	56	28	9422	0
1.242	0	0	125	3	14	26	7708	0
1.243	0	0	125	4	15	28	9422	0
1.244	0	0	125	5	17	28	9422	0
1.245	0	0	125	6	25	26	7708	0
1.246	0	0	125	7	69	28	9422	0
1.247	0	0	125	8	27	28	9422	0
1.248	0	0	125	9	37	24	6882	0
1.249	0	0	125	10	26	28	9422	0
1.25	0	0	126	1	38	28	9422	0
1.251	0	0	126	2	16	28	9422	0
1.252	0	0	126	3	41	28	9422	0
1.253	0	0	126	4	48	24	6882	0
1.254	0	0	126	5	49	26	7708	0
1.255	0	0	126	6	70	24	6882	0
1.256	0	0	126	7	57	26	7708	0
1.257	0	0	126	8	20	24	6882	0
1.258	0	0	126	9	64	28	9422	0
1.259	0	0	126	10	68	28	9422	0
1.26	0	0	127	1	28	28	9422	0
1.261	0	0	127	2	34	24	6882	0
1.262	0	0	127	3	71	24	6882	0
1.263	0	0	127	4	3	24	6882	0
1.264	0	0	127	5	10	26	7708	0
1.265	0	0	127	6	1	26	7708	0
1.266	0	0	127	7	5	24	6882	0
1.267	0	0	127	8	56	28	9422	0
1.268	0	0	127	9	62	24	6882	0
1.269	0	0	127	10	27	28	9422	0
1.27	0	0	128	1	65	28	9422	0
1.271	0	0	128	2	7	28	9422	0
1.272	0	0	128	3	2	24	6882	0
1.273	0	0	128	4	9	28	9422	0
1.274	0	0	128	5	12	28	9422	0
1.275	0	0	128	6	14	26	7708	0
1.276	0	0	128	7	17	28	9422	0
1.277	0	0	128	8	25	26	7708	0
1.278	0	0	128	9	37	24	6882	0
1.279	0	0	128	10	63	28	9422	0
1.28	0	0	129	1	26	28	9422	0
1.282	0	0	129	3	38	28	9422	0
1.283	0	0	129	4	16	28	9422	0
1.284	0	0	129	5	41	28	9422	0
1.285	0	0	129	6	48	24	6882	0
1.286	0	0	129	7	49	26	7708	0
1.287	0	0	129	8	70	24	6882	0
1.288	0	0	129	9	19	24	6882	0
1.289	0	0	129	10	15	28	9422	0
1.29	0	0	130	1	69	28	9422	0
1.291	0	0	130	2	57	26	7708	0
1.292	0	0	130	3	64	28	9422	0
1.293	0	0	130	4	68	28	9422	0
1.294	0	0	130	5	34	24	6882	0
1.295	0	0	130	6	28	28	9422	0
1.296	0	0	130	7	71	24	6882	0
1.297	0	0	130	8	4	24	6882	0
1.299	0	0	130	10	3	24	6882	0
1.3	0	0	131	1	29	28	9422	0
1.301	0	0	131	2	65	28	9422	0
1.302	0	0	131	3	10	26	7708	0
1.303	0	0	131	4	5	24	6882	0
1.304	0	0	131	5	56	28	9422	0
1.305	0	0	131	6	62	24	6882	0
1.306	0	0	131	7	7	28	9422	0
1.307	0	0	131	8	9	28	9422	0
1.308	0	0	131	9	12	28	9422	0
1.309	0	0	131	10	20	24	6882	0
1.31	0	0	132	1	1	26	7708	0
1.311	0	0	132	2	2	24	6882	0
1.312	0	0	132	3	14	26	7708	0
1.313	0	0	132	4	17	28	9422	0
1.314	0	0	132	5	25	26	7708	0
1.315	0	0	132	6	37	24	6882	0
1.316	0	0	132	7	26	28	9422	0
1.318	0	0	132	9	19	24	6882	0
1.319	0	0	132	10	38	28	9422	0
1.32	0	0	133	1	41	28	9422	0
1.321	0	0	133	2	48	24	6882	0
1.322	0	0	133	3	49	26	7708	0
1.323	0	0	133	4	70	24	6882	0
1.324	0	0	133	5	57	26	7708	0
1.325	0	0	133	6	64	28	9422	0
1.326	0	0	133	7	68	28	9422	0
1.327	0	0	133	8	34	24	6882	0
1.328	0	0	133	9	28	28	9422	0
1.329	0	0	133	10	71	24	6882	0
1.33	0	0	134	1	55	26	7708	0
1.331	0	0	134	2	20	24	6882	0
1.332	0	0	134	3	3	24	6882	0
1.333	0	0	134	4	10	26	7708	0
1.334	0	0	134	5	5	24	6882	0
1.335	0	0	134	6	56	28	9422	0
1.336	0	0	134	7	1	26	7708	0
1.337	0	0	134	8	62	24	6882	0
1.338	0	0	134	9	7	28	9422	0
1.339	0	0	134	10	9	28	9422	0
1.34	0	0	135	1	2	24	6882	0
1.341	0	0	135	2	12	28	9422	0
1.342	0	0	135	3	14	26	7708	0
1.343	0	0	135	4	17	28	9422	0
1.344	0	0	135	5	25	26	7708	0
1.345	0	0	135	6	37	24	6882	0
1.346	0	0	135	7	65	28	9422	0
1.347	0	0	135	8	26	28	9422	0
1.348	0	0	135	9	38	28	9422	0
1.349	0	0	135	10	41	28	9422	0
1.35	0	0	136	1	48	24	6882	0
1.351	0	0	136	2	49	26	7708	0
1.352	0	0	136	3	70	24	6882	0
1.353	0	0	136	4	57	26	7708	0
1.354	0	0	136	5	64	28	9422	0
1.355	0	0	136	6	68	28	9422	0
1.356	0	0	136	7	34	24	6882	0
1.357	0	0	136	8	28	28	9422	0
1.358	0	0	136	9	69	28	9422	0
1.359	0	0	136	10	71	24	6882	0
1.36	0	0	137	1	20	24	6882	0
1.361	0	0	137	2	3	24	6882	0
1.362	0	0	137	3	5	24	6882	0
1.363	0	0	137	4	56	28	9422	0
1.364	0	0	137	5	1	26	7708	0
1.365	0	0	137	6	7	28	9422	0
1.366	0	0	137	7	16	28	9422	0
1.367	0	0	137	8	9	28	9422	0
1.368	0	0	137	9	12	28	9422	0
1.369	0	0	137	10	14	26	7708	0
1.37	0	0	138	1	58	28	9422	0
1.371	0	0	138	2	17	28	9422	0
1.372	0	0	138	3	25	26	7708	0
1.373	0	0	138	4	37	24	6882	0
1.374	0	0	138	5	65	28	9422	0
1.375	0	0	138	6	10	26	7708	0
1.376	0	0	138	7	26	28	9422	0
1.377	0	0	138	8	29	28	9422	0
1.378	0	0	138	9	38	28	9422	0
1.379	0	0	138	10	41	28	9422	0
1.38	0	0	139	1	62	24	6882	0
1.381	0	0	139	2	48	24	6882	0
1.382	0	0	139	3	15	28	9422	0
1.383	0	0	139	4	49	26	7708	0
1.384	0	0	139	5	70	24	6882	0
1.385	0	0	139	6	57	26	7708	0
1.386	0	0	139	7	64	28	9422	0
1.387	0	0	139	8	68	28	9422	0
1.388	0	0	139	9	34	24	6882	0
1.389	0	0	139	10	28	28	9422	0
1.39	0	0	140	1	71	24	6882	0
1.391	0	0	140	2	20	24	6882	0
1.392	0	0	140	3	16	28	9422	0
1.393	0	0	140	4	3	24	6882	0
1.394	0	0	140	5	5	24	6882	0
1.395	0	0	140	6	56	28	9422	0
1.396	0	0	140	7	1	26	7708	0
1.397	0	0	140	8	10	26	7708	0
1.398	0	0	140	9	7	28	9422	0
1.399	0	0	140	10	9	28	9422	0
1.4	0	0	141	1	12	28	9422	0
1.401	0	0	141	2	62	24	6882	0
1.402	0	0	141	3	14	26	7708	0
1.404	0	0	141	5	27	28	9422	0
1.405	0	0	141	6	17	28	9422	0
1.406	0	0	141	7	25	26	7708	0
1.407	0	0	141	8	37	24	6882	0
1.408	0	0	141	9	27	28	9422	0
1.409	0	0	141	10	65	28	9422	0
1.41	0	0	142	1	26	28	9422	0
1.411	0	0	142	2	38	28	9422	0
1.412	0	0	142	3	41	28	9422	0
1.413	0	0	142	4	48	24	6882	0
1.414	0	0	142	5	49	26	7708	0
1.415	0	0	142	6	70	24	6882	0
1.416	0	0	142	7	57	26	7708	0
1.417	0	0	142	8	64	28	9422	0
1.418	0	0	142	9	68	28	9422	0
1.419	0	0	142	10	34	24	6882	0
1.42	0	0	143	1	28	28	9422	0
1.421	0	0	143	2	71	24	6882	0
1.422	0	0	143	3	20	24	6882	0
1.423	0	0	143	4	3	24	6882	0
1.424	0	0	143	5	58	28	9422	0
1.425	0	0	143	6	19	24	6882	0
1.426	0	0	143	7	15	28	9422	0
1.427	0	0	143	8	5	24	6882	0
1.428	0	0	143	9	56	28	9422	0
1.429	0	0	143	10	1	26	7708	0
1.43	0	0	144	1	10	26	7708	0
1.431	0	0	144	2	7	28	9422	0
1.432	0	0	144	3	9	28	9422	0
1.433	0	0	144	4	4	24	6882	0
1.434	0	0	144	5	12	28	9422	0
1.435	0	0	144	6	62	24	6882	0
1.436	0	0	144	7	27	28	9422	0
1.437	0	0	144	8	14	26	7708	0
1.438	0	0	144	9	16	28	9422	0
1.439	0	0	144	10	46	26	7708	0
1.44	0	0	145	1	67	26	7708	0
1.441	0	0	145	2	29	28	9422	0
1.442	0	0	145	3	17	28	9422	0
1.443	0	0	145	4	55	26	7708	0
1.444	0	0	145	5	25	26	7708	0
1.445	0	0	145	6	37	24	6882	0
1.446	0	0	145	7	65	28	9422	0
1.447	0	0	145	8	26	28	9422	0
1.448	0	0	145	9	38	28	9422	0
1.449	0	0	145	10	41	28	9422	0
1.45	0	0	146	1	48	24	6882	0
1.451	0	0	146	2	49	26	7708	0
1.452	0	0	146	3	70	24	6882	0
1.453	0	0	146	4	57	26	7708	0
1.454	0	0	146	5	64	28	9422	0
1.455	0	0	146	6	68	28	9422	0
1.456	0	0	146	7	34	24	6882	0
1.457	0	0	146	8	28	28	9422	0
1.458	0	0	146	9	27	28	9422	0
1.459	0	0	146	10	71	24	6882	0
1.46	0	0	147	1	3	24	6882	0
1.461	0	0	147	2	5	24	6882	0
1.462	0	0	147	3	1	26	7708	0
1.463	0	0	147	4	47	28	9422	0
1.464	0	0	147	5	10	26	7708	0
1.465	0	0	147	6	47	28	9422	0
1.466	0	0	147	7	7	28	9422	0
1.467	0	0	147	8	9	28	9422	0
1.468	0	0	147	9	12	28	9422	0
1.469	0	0	147	10	62	24	6882	0
1.47	0	0	148	1	14	26	7708	0
1.471	0	0	148	2	16	28	9422	0
1.472	0	0	148	3	20	24	6882	0
1.473	0	0	148	4	56	28	9422	0
1.474	0	0	148	5	17	28	9422	0
1.475	0	0	148	6	25	26	7708	0
1.476	0	0	148	7	37	24	6882	0
1.477	0	0	148	8	26	28	9422	0
1.478	0	0	148	9	38	28	9422	0
1.479	0	0	148	10	41	28	9422	0
1.48	0	0	149	1	48	24	6882	0
1.481	0	0	149	2	49	26	7708	0
1.482	0	0	149	3	59	28	9422	0
1.483	0	0	149	4	70	24	6882	0
1.484	0	0	149	5	57	26	7708	0
1.485	0	0	149	6	43	26	7708	0
1.486	0	0	149	7	21	24	6882	0
1.487	0	0	149	8	64	28	9422	0
1.488	0	0	149	9	68	28	9422	0
1.489	0	0	149	10	34	24	6882	0
1.49	0	0	150	1	28	28	9422	0
1.492	0	0	150	3	15	28	9422	0
1.493	0	0	150	4	19	24	6882	0
1.494	0	0	150	5	27	28	9422	0
1.495	0	0	150	6	71	24	6882	0
1.496	0	0	150	7	3	24	6882	0
1.497	0	0	150	8	5	24	6882	0
1.498	0	0	150	9	69	28	9422	0
1.5	0	0	151	1	20	24	6882	0
1.501	0	0	151	2	4	24	6882	0
1.502	0	0	151	3	1	26	7708	0
1.503	0	0	151	4	10	26	7708	0
1.504	0	0	151	5	29	28	9422	0
1.505	0	0	151	6	7	28	9422	0
1.506	0	0	151	7	56	28	9422	0
1.507	0	0	151	8	46	26	7708	0
1.508	0	0	151	9	9	28	9422	0
1.509	0	0	151	10	12	28	9422	0
1.51	0	0	152	1	62	24	6882	0
1.511	0	0	152	2	14	26	7708	0
1.512	0	0	152	3	16	28	9422	0
1.513	0	0	152	4	17	28	9422	0
1.514	0	0	152	5	25	26	7708	0
1.515	0	0	152	6	59	28	9422	0
1.516	0	0	152	7	21	24	6882	0
1.517	0	0	152	8	37	24	6882	0
1.518	0	0	152	9	26	28	9422	0
1.519	0	0	152	10	38	28	9422	0
1.52	0	0	153	1	21	24	6882	0
1.521	0	0	153	2	41	28	9422	0
1.522	0	0	153	3	48	24	6882	0
1.523	0	0	153	4	49	26	7708	0
1.524	0	0	153	5	57	26	7708	0
1.525	0	0	153	6	64	28	9422	0
1.526	0	0	153	7	68	28	9422	0
1.527	0	0	153	8	18	28	9422	0
1.528	0	0	153	9	34	24	6882	0
1.529	0	0	153	10	28	28	9422	0
1.53	0	0	154	1	27	28	9422	0
1.531	0	0	154	2	71	24	6882	0
1.532	0	0	154	3	3	24	6882	0
1.533	0	0	154	4	5	24	6882	0
1.534	0	0	154	5	20	24	6882	0
1.535	0	0	154	6	1	26	7708	0
1.536	0	0	154	7	10	26	7708	0
1.537	0	0	154	8	7	28	9422	0
1.538	0	0	154	9	56	28	9422	0
1.539	0	0	154	10	9	28	9422	0
1.54	0	0	155	1	12	28	9422	0
1.541	0	0	155	2	62	24	6882	0
1.542	0	0	155	3	14	26	7708	0
1.543	0	0	155	4	16	28	9422	0
1.544	0	0	155	5	17	28	9422	0
1.545	0	0	155	6	25	26	7708	0
